ID,State,County,Rainfall Type,1-Yr,2-YR,5-YR,10-YR,25-YR,50-YR,100-YR,200-YR,500-YR,1000-YR
3974,TX,Montgomery S,TX_A,3.6,4.85,6.55,8.26,10.96,13.4,16.26,19.46,24.2,28.19
3975,TX,Moore,TX_C,2.02,2.45,3.12,3.69,4.5,5.12,5.78,6.52,7.56,8.42
3976,TX,Morris,TX_B,3.56,4.21,5.24,6.13,7.42,8.44,9.54,10.74,12.42,13.78
3977,TX,Motley,TX_C,2.34,2.9,3.76,4.52,5.62,6.51,7.48,8.55,10.11,11.39
3978,TX,Nacogdoches,TX_A,3.6,4.44,5.66,6.79,8.49,9.92,11.52,13.28,15.82,17.9
3979,TX,Navarro,TX_B,3.26,4.03,5.18,6.23,7.77,9.05,10.48,12.12,14.57,16.63
3980,TX,Newton N,TX_A,3.95,4.91,6.34,7.64,9.57,11.16,12.94,14.96,17.92,20.39
3981,TX,Newton S,TX_A,4.19,5.37,7.06,8.68,11.13,13.24,15.68,18.53,22.86,26.56
3983,TX,Nolan,TX_B,2.53,3.14,4.06,4.88,6.11,7.12,8.25,9.51,11.37,12.91
3982,TX,Nueces,TX_A,3.45,4.46,5.93,7.3,9.37,11.13,13.11,15.34,18.62,21.36
3984,TX,Ochiltree,TX_C,2.2,2.65,3.38,4,4.87,5.56,6.27,7.06,8.15,9.03
3985,TX,Oldham,TX_C,1.96,2.38,3.05,3.62,4.44,5.09,5.79,6.58,7.74,8.69
3986,TX,Orange,TX_A,4.26,5.58,7.43,9.23,12,14.41,17.21,20.51,25.55,29.87
3987,TX,Palo Pinto,TX_B,2.91,3.56,4.54,5.42,6.72,7.79,8.97,10.26,12.1,13.61
3988,TX,Panola,TX_A,3.48,4.3,5.49,6.6,8.27,9.71,11.31,13.07,15.61,17.7
3989,TX,Parker,TX_B,3.11,3.76,4.78,5.67,6.96,8,9.11,10.28,11.91,13.2
3990,TX,Parmer,TX_C,2.04,2.46,3.12,3.69,4.5,5.14,5.83,6.62,7.77,8.73
3991,TX,Pecos C,TX_C,1.84,2.33,3.09,3.75,4.7,5.47,6.31,7.22,8.51,9.56
3992,TX,Pecos E,TX_C,1.99,2.55,3.4,4.16,5.3,6.25,7.3,8.48,10.21,11.64
3993,TX,Pecos W,TX_C,1.8,2.22,2.88,3.44,4.23,4.84,5.48,6.14,7.04,7.74
3994,TX,Polk N,TX_A,3.73,4.68,6.08,7.37,9.29,10.91,12.72,14.75,17.72,20.19
3995,TX,Polk S,TX_A,3.69,4.79,6.37,7.87,10.15,12.12,14.37,16.96,20.82,24.08
3996,TX,Potter,TX_C,2.13,2.58,3.3,3.91,4.78,5.45,6.17,6.96,8.07,8.97
3997,TX,Presidio N,TX_D,1.75,2.07,2.61,3.04,3.64,4.09,4.54,5.03,5.71,6.25
3998,TX,Presidio S,TX_D,1.57,1.87,2.37,2.78,3.33,3.74,4.15,4.6,5.23,5.73
3999,TX,Rains,TX_A,3.58,4.25,5.32,6.24,7.53,8.56,9.64,10.82,12.5,13.86
4000,TX,Randall,TX_C,2.21,2.67,3.38,4,4.87,5.56,6.3,7.09,8.21,9.11
4001,TX,Reagan,TX_C,2.2,2.76,3.6,4.36,5.47,6.37,7.37,8.49,10.11,11.46
4002,TX,Real N,TX_A,3,3.86,5.11,6.28,8.04,9.54,11.24,13.18,16.06,18.49
4003,TX,Real S,TX_A,3.17,4.17,5.56,6.92,9.01,10.83,12.95,15.39,19.08,22.21
4004,TX,Red River,TX_B,3.69,4.32,5.32,6.17,7.35,8.26,9.22,10.24,11.65,12.78
4005,TX,Reeves N,TX_C,1.65,2.12,2.85,3.49,4.4,5.14,5.92,6.75,7.91,8.83
4006,TX,Reeves S,TX_D,1.63,2.03,2.66,3.21,3.98,4.59,5.23,5.93,6.93,7.73
4007,TX,Refugio,TX_A,3.75,4.83,6.42,7.88,10.06,11.9,13.94,16.2,19.47,22.16
4008,TX,Roberts,TX_C,2.24,2.7,3.44,4.06,4.93,5.61,6.32,7.09,8.17,9.05
4009,TX,Robertson,TX_A,3.26,4.05,5.21,6.29,7.89,9.24,10.75,12.47,15.02,17.15
4010,TX,Rockwall,TX_A,3.47,4.16,5.24,6.17,7.5,8.55,9.68,10.95,12.77,14.27
4011,TX,Runnels,TX_B,2.63,3.26,4.2,5.04,6.28,7.3,8.44,9.73,11.66,13.27
4012,TX,Rusk,TX_A,3.41,4.19,5.35,6.42,8.01,9.37,10.87,12.56,15.01,17.04
4013,TX,Sabine,TX_A,3.73,4.62,5.94,7.15,8.95,10.46,12.16,14.08,16.9,19.27
4014,TX,San Augustine,TX_A,3.71,4.58,5.87,7.05,8.83,10.33,12.02,13.91,16.69,19.01
4015,TX,San Jacinto N,TX_A,3.56,4.6,6.09,7.5,9.65,11.5,13.61,16.03,19.62,22.65
4016,TX,San Jacinto S,TX_A,3.64,4.84,6.52,8.17,10.7,12.93,15.51,18.46,22.87,26.61
4017,TX,San Patricio,TX_A,3.57,4.64,6.21,7.67,9.84,11.67,13.74,16.11,19.63,22.59
4018,TX,San Saba,TX_B,2.76,3.43,4.42,5.34,6.72,7.89,9.21,10.71,12.95,14.83
4019,TX,Schleicher,TX_B,2.47,3.06,3.95,4.75,5.92,6.88,7.94,9.17,11,12.54
4020,TX,Scurry,TX_C,2.38,2.96,3.85,4.64,5.77,6.69,7.7,8.87,10.64,12.13
4021,TX,Shackelford,TX_B,2.71,3.34,4.28,5.13,6.38,7.41,8.56,9.87,11.8,13.41
4022,TX,Shelby,TX_A,3.63,4.49,5.74,6.91,8.66,10.17,11.84,13.67,16.29,18.44
4023,TX,Sherman,TX_C,1.98,2.39,3.06,3.62,4.42,5.04,5.7,6.42,7.43,8.25
4024,TX,Smith,TX_B,3.4,4.13,5.23,6.22,7.67,8.86,10.17,11.66,13.82,15.63
4025,TX,Somervell,TX_B,3.08,3.76,4.85,5.79,7.11,8.16,9.28,10.53,12.33,13.81
4026,TX,Starr,TX_B,2.79,3.61,4.81,5.93,7.6,9.03,10.63,12.41,14.99,17.12
4027,TX,Stephens,TX_B,2.77,3.39,4.33,5.18,6.41,7.41,8.52,9.78,11.63,13.17
4028,TX,Sterling,TX_B,2.34,2.93,3.82,4.61,5.77,6.72,7.76,8.92,10.6,12
4029,TX,Stonewall,TX_B,2.49,3.09,3.98,4.79,5.98,6.98,8.05,9.21,10.83,12.13
4030,TX,Sutton N,TX_B,2.54,3.16,4.1,4.94,6.18,7.18,8.31,9.61,11.55,13.19
4031,TX,Sutton S,TX_B,2.59,3.25,4.24,5.14,6.47,7.57,8.8,10.21,12.32,14.09
4032,TX,Swisher,TX_C,2.1,2.58,3.32,3.97,4.9,5.65,6.44,7.32,8.57,9.58
4033,TX,Tarrant,TX_B,3.21,3.87,4.93,5.83,7.11,8.12,9.18,10.34,11.95,13.24
4034,TX,Taylor,TX_B,2.68,3.29,4.22,5.06,6.29,7.3,8.43,9.7,11.57,13.13
4035,TX,Terrell C,TX_B,2.04,2.71,3.65,4.56,5.95,7.17,8.58,10.23,12.73,14.87
4036,TX,Terrell E,TX_B,2.18,2.94,3.97,5.01,6.64,8.11,9.85,11.84,14.84,17.4
4037,TX,Terrell W,TX_C,1.97,2.58,3.47,4.31,5.56,6.62,7.83,9.23,11.34,13.12
4038,TX,Terry,TX_C,2.13,2.67,3.51,4.24,5.29,6.13,7.04,8.04,9.48,10.65
4039,TX,Throckmorton,TX_B,2.64,3.26,4.19,5.03,6.26,7.27,8.4,9.67,11.53,13.08
4040,TX,Titus,TX_B,3.59,4.23,5.24,6.11,7.33,8.29,9.29,10.37,11.87,13.06
4041,TX,Tom Green,TX_B,2.46,3.06,3.95,4.77,5.99,7.02,8.17,9.45,11.29,12.81
4042,TX,Travis,TX_B,3.11,4.05,5.37,6.64,8.6,10.31,12.29,14.64,18.23,21.31
4043,TX,Trinity N,TX_B,3.65,4.49,5.76,6.9,8.59,9.97,11.51,13.27,15.86,18.02
4044,TX,Trinity S,TX_B,3.62,4.54,5.91,7.16,9.02,10.57,12.32,14.32,17.3,19.81
4045,TX,Tyler N,TX_A,3.81,4.74,6.11,7.38,9.27,10.87,12.65,14.6,17.41,19.73
4046,TX,Tyler S,TX_A,3.86,4.91,6.45,7.88,10.02,11.84,13.89,16.22,19.64,22.51
4047,TX,Upshur,TX_A,3.43,4.13,5.2,6.15,7.52,8.64,9.87,11.24,13.23,14.87
4048,TX,Upton,TX_C,2.03,2.55,3.36,4.08,5.11,5.95,6.86,7.86,9.29,10.45
4049,TX,Uvalde N,TX_B,2.97,3.95,5.3,6.64,8.71,10.55,12.7,15.2,18.99,22.23
4050,TX,Uvalde S,TX_B,2.85,3.76,5.04,6.27,8.17,9.81,11.72,13.93,17.25,20.09
4051,TX,Val Verde N,TX_B,2.44,3.22,4.3,5.37,7.03,8.5,10.22,12.21,15.23,17.81
4052,TX,Val Verde S,TX_B,2.44,3.32,4.48,5.68,7.59,9.35,11.44,13.82,17.41,20.46
4053,TX,Van Zandt,TX_B,3.47,4.19,5.3,6.27,7.68,8.82,10.06,11.46,13.49,15.17
4054,TX,Victoria,TX_A,3.65,4.69,6.23,7.64,9.74,11.5,13.46,15.64,18.79,21.4
4055,TX,Walker N,TX_A,3.5,4.41,5.75,6.99,8.86,10.43,12.21,14.22,17.19,19.68
4056,TX,Walker S,TX_A,3.49,4.55,6.03,7.46,9.65,11.57,13.77,16.28,20.01,23.17
4057,TX,Waller,TX_A,3.46,4.63,6.2,7.79,10.29,12.58,15.24,18.19,22.53,26.15
4058,TX,Ward,TX_C,1.73,2.18,2.89,3.51,4.38,5.08,5.83,6.64,7.79,8.72
4059,TX,Washington,TX_A,3.31,4.35,5.76,7.19,9.43,11.47,13.86,16.54,20.53,23.88
4060,TX,Webb,TX_C,2.85,3.66,4.83,5.92,7.56,8.96,10.52,12.24,14.73,16.77
4061,TX,Wharton,TX_A,3.71,4.83,6.45,7.98,10.32,12.35,14.62,17.13,20.73,23.7
4062,TX,Wheeler,TX_C,2.48,2.99,3.8,4.5,5.49,6.27,7.1,8.01,9.31,10.35
4063,TX,Wichita,TX_B,2.81,3.39,4.27,5.05,6.18,7.11,8.11,9.21,10.79,12.08
4064,TX,Wilbarger,TX_B,2.71,3.27,4.15,4.91,6.01,6.9,7.86,8.91,10.41,11.64
4065,TX,Willacy,TX_B,3.14,4.07,5.43,6.69,8.56,10.13,11.89,13.93,16.97,19.54
4066,TX,Williamson,TX_B,3.08,3.93,5.16,6.31,8.06,9.56,11.28,13.29,16.32,18.91
4067,TX,Wilson,TX_B,2.98,3.85,5.09,6.28,8.08,9.63,11.42,13.51,16.68,19.39
4068,TX,Winkler,TX_C,1.76,2.24,2.97,3.62,4.56,5.32,6.15,7.05,8.33,9.38
4069,TX,Wise,TX_B,3.11,3.77,4.78,5.68,6.96,8,9.11,10.29,11.93,13.25
4070,TX,Wood,TX_B,3.51,4.17,5.2,6.09,7.35,8.34,9.39,10.53,12.14,13.45
4071,TX,Yoakum,TX_C,2.14,2.67,3.5,4.22,5.24,6.06,6.92,7.87,9.2,10.28
4072,TX,Young,TX_B,2.75,3.36,4.29,5.11,6.33,7.33,8.43,9.65,11.41,12.86
4073,TX,Zapata,TX_C,2.84,3.62,4.74,5.81,7.44,8.87,10.47,12.22,14.73,16.8
4074,TX,Zavala,TX_B,2.8,3.68,4.92,6.11,7.92,9.48,11.29,13.37,16.5,19.17
4076,UT,Beaver Zone 1 - SW_3,SW_3,0.98,1.22,1.51,1.74,2.06,2.3,2.56,2.81,3.16,3.52
4077,UT,Beaver Zone 2 - SW_2,SW_2,1.22,1.54,1.93,2.25,2.69,3.03,3.39,3.75,4.25,4.64
4078,UT,Beaver Zone 2 - SW_3,SW_3,1.22,1.54,1.93,2.25,2.69,3.03,3.39,3.75,4.25,4.64
4079,UT,Beaver Zone 3 - SW_2,SW_2,1.48,1.87,2.36,2.76,3.32,3.75,4.2,4.66,5.31,5.81
4080,UT,Beaver Zone 3 - SW_3,SW_3,1.48,1.87,2.36,2.76,3.32,3.75,4.2,4.66,5.31,5.81
4081,UT,Box Elder Zone 1 - SW_2,SW_2,0.87,1.07,1.31,1.5,1.77,1.97,2.19,2.41,2.7,3.06
4082,UT,Box Elder Zone 1 - SW_3,SW_3,0.87,1.07,1.31,1.5,1.77,1.97,2.19,2.41,2.7,3.06
4083,UT,Box Elder Zone 1 - SW_4,SW_4,0.87,1.07,1.31,1.5,1.77,1.97,2.19,2.41,2.7,3.06
4084,UT,Box Elder Zone 2 -SW_1,SW_1,1.24,1.53,1.86,2.13,2.52,2.82,3.14,3.47,3.92,4.28
4085,UT,Box Elder Zone 2 -SW_2,SW_2,1.24,1.53,1.86,2.13,2.52,2.82,3.14,3.47,3.92,4.28
4086,UT,Box Elder Zone 2 -SW_3,SW_3,1.24,1.53,1.86,2.13,2.52,2.82,3.14,3.47,3.92,4.28
4087,UT,Box Elder Zone 3 - SW_1,SW_1,1.84,2.27,2.76,3.16,3.74,4.19,4.66,5.14,5.82,6.35
4088,UT,Box Elder Zone 4 - SW_1,SW_1,2.38,2.94,3.56,4.09,4.83,5.41,6.01,6.64,7.5,8.18
4089,UT,Box Elder Zone 5 - SW_1,SW_1,2.95,3.64,4.4,5.05,5.94,6.65,7.38,8.13,9.17,9.99
4090,UT,Cache Zone 1 - SW_1,SW_1,1.33,1.65,2.01,2.31,2.74,3.08,3.44,3.8,4.31,4.72
4091,UT,Cache Zone 1 - SW_2,SW_2,1.33,1.65,2.01,2.31,2.74,3.08,3.44,3.8,4.31,4.72
4092,UT,Cache Zone 2 - SW_1,SW_1,1.81,2.23,2.72,3.13,3.7,4.16,4.63,5.12,5.8,6.34
4093,UT,Cache Zone 2 - SW_2,SW_2,1.81,2.23,2.72,3.13,3.7,4.16,4.63,5.12,5.8,6.34
4094,UT,Cache Zone 3 - SW_1,SW_1,2.25,2.79,3.42,3.95,4.69,5.29,5.92,6.58,7.49,8.23
4095,UT,Carbon SW_3,SW_3,1.09,1.34,1.64,1.87,2.19,2.43,2.67,2.92,3.24,3.7
4096,UT,Daggett Zone 1 - SW_2,SW_2,1.03,1.28,1.6,1.86,2.24,2.54,2.86,3.2,3.69,4.08
4097,UT,Daggett Zone 1 - SW_3,SW_3,1.03,1.28,1.6,1.86,2.24,2.54,2.86,3.2,3.69,4.08
4098,UT,Daggett Zone 2 - SW_2,SW_2,1.26,1.58,1.97,2.31,2.79,3.17,3.59,4.03,4.66,5.17
4099,UT,Daggett Zone 2 - SW_3,SW_3,1.26,1.58,1.97,2.31,2.79,3.17,3.59,4.03,4.66,5.17
4100,UT,Davis Zone 1 - SW_2,SW_2,1.22,1.49,1.79,2.03,2.36,2.61,2.87,3.13,3.47,3.91
4101,UT,Davis Zone 1 - SW_3,SW_3,1.22,1.49,1.79,2.03,2.36,2.61,2.87,3.13,3.47,3.91
4102,UT,Davis Zone 2 - SW_2,SW_2,1.7,2.08,2.5,2.84,3.31,3.68,4.06,4.45,4.98,5.38
4103,UT,Davis Zone 3 - SW_3,SW_3,2.13,2.62,3.14,3.58,4.19,4.67,5.16,5.67,6.36,6.9
4104,UT,Duchesne Zone 1 - SW_2,SW_2,0.96,1.18,1.47,1.69,2.02,2.28,2.55,2.83,3.22,3.53
4105,UT,Duchesne Zone 1 - SW_3,SW_3,0.96,1.18,1.47,1.69,2.02,2.28,2.55,2.83,3.22,3.53
4106,UT,Duchesne Zone 2 - SW_2,SW_2,1.37,1.71,2.15,2.51,3.04,3.46,3.92,4.4,5.09,5.65
4107,UT,Duchesne Zone 2 - SW_3,SW_3,1.37,1.71,2.15,2.51,3.04,3.46,3.92,4.4,5.09,5.65
4108,UT,Emery SW_3,SW_3,0.94,1.17,1.43,1.64,1.93,2.15,2.37,2.6,2.91,3.14
4109,UT,Garfield Zone 1 - SW-2,SW_2,0.86,1.08,1.41,1.66,2.03,2.32,2.63,2.96,3.42,3.79
4110,UT,Garfield Zone 1 - SW-3,SW_3,0.86,1.08,1.41,1.66,2.03,2.32,2.63,2.96,3.42,3.79
4111,UT,Garfield Zone 1 - SW-4,SW_4,0.86,1.08,1.41,1.66,2.03,2.32,2.63,2.96,3.42,3.79
4112,UT,Garfield Zone 2 - SW_2,SW_2,1.17,1.47,1.88,2.22,2.69,3.06,3.46,3.88,4.47,4.94
4113,UT,Garfield Zone 2 - SW_3,SW_3,1.17,1.47,1.88,2.22,2.69,3.06,3.46,3.88,4.47,4.94
4114,UT,Grand Zone 1 _ SW_2,SW_2,0.94,1.17,1.46,1.7,2.04,2.31,2.6,2.91,3.35,3.71
4115,UT,Grand Zone 1 _ SW_3,SW_3,0.94,1.17,1.46,1.7,2.04,2.31,2.6,2.91,3.35,3.71
4116,UT,Grand Zone 2 - SW_2,SW_2,1.31,1.64,2.05,2.4,2.9,3.31,3.75,4.21,4.88,5.43
4117,UT,Grand Zone 2 - SW_3,SW_3,1.31,1.64,2.05,2.4,2.9,3.31,3.75,4.21,4.88,5.43
4118,UT,Iron Zone 1 - SW_2,SW_2,1.15,1.42,1.75,2.02,2.39,2.68,2.97,3.28,3.68,4
4119,UT,Iron Zone 1 - SW_3,SW_3,1.15,1.42,1.75,2.02,2.39,2.68,2.97,3.28,3.68,4
4120,UT,Iron Zone 2 - SW_2,SW_2,1.61,2,2.45,2.84,3.37,3.8,4.24,4.7,5.42,6.23
4121,UT,Iron Zone 2 - SW_3,SW_3,1.61,2,2.45,2.84,3.37,3.8,4.24,4.7,5.42,6.23
4122,UT,Juab Zone 1 - SW_2,SW_2,1.01,1.24,1.5,1.71,2,2.22,2.45,2.67,2.98,3.21
4123,UT,Juab Zone 1 - SW_3,SW_3,1.01,1.24,1.5,1.71,2,2.22,2.45,2.67,2.98,3.21
4124,UT,Juab Zone 1 - SW_4,SW_4,1.01,1.24,1.5,1.71,2,2.22,2.45,2.67,2.98,3.21
4125,UT,Juab Zone 2 - SW_2,SW_2,1.45,1.8,2.17,2.48,2.9,3.22,3.55,3.88,4.33,4.67
4126,UT,Juab Zone 2 - SW_3,SW_3,1.45,1.8,2.17,2.48,2.9,3.22,3.55,3.88,4.33,4.67
4127,UT,Kane Zone 1 -SW_3,SW_3,1.03,1.3,1.65,1.93,2.33,2.64,2.97,3.32,3.8,4.18
4128,UT,Kane Zone 2 - SW_3,SW_3,1.38,1.72,2.15,2.5,2.97,3.35,3.74,4.15,4.71,5.15
4129,UT,Millard Zone 1 _SW_2,SW_2,0.96,1.19,1.45,1.67,1.97,2.2,2.44,2.68,3.02,3.27
4130,UT,Millard Zone 1 _SW_3,SW_3,0.96,1.19,1.45,1.67,1.97,2.2,2.44,2.68,3.02,3.27
4131,UT,Millard Zone 2 - SW_2,SW_2,1.36,1.69,2.08,2.41,2.85,3.21,3.58,3.97,4.49,4.91
4132,UT,Millard Zone 2 - SW_3,SW_3,1.36,1.69,2.08,2.41,2.85,3.21,3.58,3.97,4.49,4.91
4133,UT,Morgan Zone 1 - SW_1,SW_1,1.58,1.93,2.3,2.61,3.04,3.37,3.71,4.06,4.52,4.88
4134,UT,Morgan Zone 1 - SW_2,SW_2,1.58,1.93,2.3,2.61,3.04,3.37,3.71,4.06,4.52,4.88
4135,UT,Morgan Zone 2 - SW_1,SW_1,1.92,2.37,2.86,3.28,3.85,4.31,4.78,5.27,5.94,6.47
4136,UT,Morgan Zone 2 - SW_2,SW_2,1.92,2.37,2.86,3.28,3.85,4.31,4.78,5.27,5.94,6.47
4137,UT,Piute Zone 1 - SW_3,SW_3,0.93,1.14,1.39,1.6,1.89,2.11,2.35,2.59,2.95,3.46
4138,UT,Piute Zone 1 - SW_4,SW_4,0.93,1.14,1.39,1.6,1.89,2.11,2.35,2.59,2.95,3.46
4139,UT,Piute Zone 2 - SW_3,SW_3,1.28,1.59,1.95,2.26,2.68,3.02,3.37,3.74,4.29,4.98
4140,UT,Piute Zone 2 - SW_4,SW_4,1.28,1.59,1.95,2.26,2.68,3.02,3.37,3.74,4.29,4.98
4141,UT,Piute Zone 3 - SW_3,SW_3,1.66,2.06,2.54,2.94,3.5,3.95,4.42,4.9,5.58,6.11
4142,UT,Rich Zone 1 - SW_2,SW_2,1.01,1.25,1.53,1.75,2.08,2.33,2.6,2.88,3.26,3.56
4143,UT,Rich Zone 1 - SW_3,SW_3,1.01,1.25,1.53,1.75,2.08,2.33,2.6,2.88,3.26,3.56
4144,UT,Rich Zone 2 - SW_1,SW_1,1.47,1.82,2.24,2.59,3.08,3.47,3.89,4.33,4.93,5.42
4145,UT,Rich Zone 2 - SW_2,SW_2,1.47,1.82,2.24,2.59,3.08,3.47,3.89,4.33,4.93,5.42
4146,UT,Rich Zone 3 - SW_1,SW_1,1.8,2.23,2.74,3.16,3.76,4.25,4.76,5.29,6.03,6.63
4147,UT,Salt Lake Zone 1 - SW_2,SW_2,1.16,1.42,1.69,1.91,2.22,2.46,2.7,2.95,3.41,3.81
4148,UT,Salt Lake Zone 1 - SW_3,SW_3,1.16,1.42,1.69,1.91,2.22,2.46,2.7,2.95,3.41,3.81
4149,UT,Salt Lake Zone 2 - SW_2,SW_2,1.64,2.01,2.4,2.73,3.19,3.54,3.9,4.27,4.77,5.15
4150,UT,Salt Lake Zone 2 - SW_3,SW_3,1.64,2.01,2.4,2.73,3.19,3.54,3.9,4.27,4.77,5.15
4151,UT,Salt Lake Zone 3 - SW_2,SW_2,2.03,2.5,2.99,3.41,3.97,4.41,4.86,5.32,5.93,6.41
4152,UT,San Juan Zone 1 - SW_2,SW_2,0.92,1.15,1.46,1.7,2.05,2.31,2.89,2.89,3.29,3.61
4153,UT,San Juan Zone 1 - SW_3,SW_3,0.92,1.15,1.46,1.7,2.05,2.31,2.89,2.89,3.29,3.61
4154,UT,San Juan Zone 1 - SW_4,SW_4,0.92,1.15,1.46,1.7,2.05,2.31,2.89,2.89,3.29,3.61
4155,UT,San Juan Zone 2 - SW_2,SW_2,1.25,1.57,1.99,2.33,2.79,3.16,3.55,3.96,4.52,4.96
4156,UT,San Juan Zone 2 - SW_3,SW_3,1.25,1.57,1.99,2.33,2.79,3.16,3.55,3.96,4.52,4.96
4157,UT,San Juan Zone 3 - SW_2,SW_2,1.66,2.09,2.66,3.13,3.78,4.29,4.84,5.42,6.21,6.85
4158,UT,Sanpete Zone 1 - SW_3,SW_3,1.03,1.27,1.54,1.76,2.05,2.27,2.5,2.73,3.03,3.44
4159,UT,Sanpete Zone 2 - SW_3,SW_3,1.19,1.49,1.86,2.16,2.59,2.92,3.26,3.62,4.12,4.51
4160,UT,Sevier Zone 1 -SW_3,SW_3,1.04,1.28,1.56,1.8,2.12,2.38,2.65,2.92,3.29,3.75
4161,UT,Sevier Zone 1 -SW_4,SW_4,1.04,1.28,1.56,1.8,2.12,2.38,2.65,2.92,3.29,3.75
4162,UT,Sevier Zone 2 - SW_3,SW_3,1.35,1.67,2.06,2.38,2.82,3.17,3.54,3.92,4.44,5.05
4163,UT,Sevier Zone 2 - SW_4,SW_4,1.35,1.67,2.06,2.38,2.82,3.17,3.54,3.92,4.44,5.05
4164,UT,Summit Zone 1 - SW_2,SW_2,1.15,1.43,1.78,2.07,2.49,2.82,3.18,3.55,4.08,4.5
4165,UT,Summit Zone 1 - SW_3,SW_3,1.15,1.43,1.78,2.07,2.49,2.82,3.18,3.55,4.08,4.5
4166,UT,Summit Zone 2 - SW_2,SW_2,1.44,1.79,2.23,2.61,3.14,3.58,4.04,4.53,5.23,5.8
4167,UT,Tooele Zone 1 - SW_2,SW_2,0.92,1.13,1.36,1.54,1.78,1.96,2.15,2.33,2.57,2.98
4168,UT,Tooele Zone 1 - SW_3,SW_3,0.92,1.13,1.36,1.54,1.78,1.96,2.15,2.33,2.57,2.98
4169,UT,Tooele Zone 1 - SW_4,SW_4,0.92,1.13,1.36,1.54,1.78,1.96,2.15,2.33,2.57,2.98
4170,UT,Tooele Zone 2 - SW_2,SW_2,1.38,1.7,2.05,2.34,2.73,3.03,3.34,3.65,4.06,4.38
4171,UT,Tooele Zone 2 - SW_3,SW_3,1.38,1.7,2.05,2.34,2.73,3.03,3.34,3.65,4.06,4.38
4172,UT,Tooele Zone 3 - SW_3,SW_3,1.8,2.23,2.71,3.11,3.65,4.07,4.5,4.94,5.53,6
4173,UT,Uintah Zone 1 - SW_2,SW_2,0.87,1.09,1.35,1.57,1.89,2.15,2.42,2.71,3.12,3.45
4174,UT,Uintah Zone 1 - SW_3,SW_3,0.87,1.09,1.35,1.57,1.89,2.15,2.42,2.71,3.12,3.45
4175,UT,Uintah Zone 2 - SW_2,SW_2,1.3,1.63,2.04,2.39,2.88,3.27,3.7,4.15,4.79,5.32
4176,UT,Uintah Zone 2 - SW_3,SW_3,1.3,1.63,2.04,2.39,2.88,3.27,3.7,4.15,4.79,5.32
4177,UT,Utah Zone 1 - SW_2,SW_2,1.08,1.33,1.6,1.81,2.1,2.32,2.54,2.76,3.05,3.31
4178,UT,Utah Zone 1 - SW_3,SW_3,1.08,1.33,1.6,1.81,2.1,2.32,2.54,2.76,3.05,3.31
4179,UT,Utah Zone 2 - SW_2,SW_2,1.44,1.78,2.16,2.46,2.88,3.19,3.52,3.85,4.29,4.63
4180,UT,Utah Zone 2 - SW_3,SW_3,1.44,1.78,2.16,2.46,2.88,3.19,3.52,3.85,4.29,4.63
4181,UT,Utah Zone 3 - SW_2,SW_2,2,2.46,2.97,3.4,3.98,4.45,4.92,5.41,6.07,6.59
4182,UT,Utah Zone 3 - SW_3,SW_3,2,2.46,2.97,3.4,3.98,4.45,4.92,5.41,6.07,6.59
4183,UT,Wasatch Zone 1 - SW_2,SW_2,1.28,1.58,1.93,2.23,2.63,2.95,3.29,3.63,4.11,4.48
4184,UT,Wasatch Zone 1 - SW_3,SW_3,1.28,1.58,1.93,2.23,2.63,2.95,3.29,3.63,4.11,4.48
4185,UT,Wasatch Zone 2 - SW_2,SW_2,1.51,1.87,2.31,2.68,3.2,3.6,4.03,4.48,5.11,5.6
4186,UT,Washington Zone 1 - SW_3,SW_3,1.15,1.44,1.8,2.09,2.49,2.8,3.12,3.45,3.9,4.25
4187,UT,Washington Zone 2 - SW_2,SW_2,1.49,1.86,2.33,2.7,3.21,3.61,4.03,4.46,5.04,5.49
4188,UT,Washington Zone 2 - SW_3,SW_3,1.49,1.86,2.33,2.7,3.21,3.61,4.03,4.46,5.04,5.49
4189,UT,Wayne Zone 1 - SW_3,SW_3,0.91,1.13,1.39,1.6,1.9,2.14,2.39,2.64,2.99,3.38
4190,UT,Wayne Zone 2 - SW_3,SW_3,1.12,1.41,1.79,2.11,2.56,2.92,3.31,3.71,4.27,4.72
4191,UT,Weber Zone 1 - SW_2,SW_2,1.2,1.47,1.76,2,2.33,2.59,2.85,3.1,3.46,3.85
4192,UT,Weber Zone 1 - SW_3,SW_3,1.2,1.47,1.76,2,2.33,2.59,2.85,3.1,3.46,3.85
4193,UT,Weber Zone 2 - SW_1,SW_1,1.86,2.28,2.73,3.11,3.63,4.03,4.45,4.87,5.44,5.89
4194,UT,Weber Zone 2 - SW_2,SW_2,1.86,2.28,2.73,3.11,3.63,4.03,4.45,4.87,5.44,5.89
4195,UT,Weber Zone 3 - SW_1,SW_1,2.29,2.82,3.4,3.89,4.58,5.11,5.68,6.26,7.05,7.67
4196,UT,Weber Zone 4 - SW_1,SW_1,3.06,3.76,4.53,5.17,6.05,6.75,7.47,8.21,9.21,10
3556,VA,Accomack DMV-C,NOAA_C,2.67,3.25,4.22,5.07,6.35,7.48,8.75,10.18,12.36,14.25
3557,VA,Albemarle ZONE-1 NOAA-D,NOAA_D,3.4,4.12,5.24,6.18,7.56,8.74,10.06,11.55,13.79,15.77
6693,VA,Albemarle ZONE-2 NOAA-D,NOAA_D,2.99,3.62,4.63,5.47,6.71,7.78,8.96,10.26,12.19,13.84
